node_id,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9,feature_10,feature_11,feature_12,feature_13,feature_14,feature_15,feature_16,feature_17,feature_18,feature_19,feature_20,feature_21,feature_22,feature_23,feature_24,feature_25,feature_26,feature_27,feature_28,feature_29,feature_30,feature_31,feature_32,feature_33,feature_34,feature_35,feature_36,feature_37,feature_38,feature_39,feature_40,feature_41,feature_42,feature_43,feature_44,feature_45,feature_46,feature_47,feature_48,feature_49,feature_50,cluster_id
node_1,72.20584299608304,40.6935677251551,49.495048835775684,50.349350682473144,6.785739995106963,57.8748358503712,78.17481909488802,11.84925082992722,29.81307149384183,47.45597452254739,48.38654562513164,84.56452783018374,58.18835585542726,36.98777695390102,78.19428645906527,40.55202387017747,27.688477911222865,60.36156637569955,16.25282516808185,38.61054738447329,55.53143730280218,39.01430175320969,88.24693399789217,46.77194752634448,61.42154771998105,48.01934527443878,5.230459120467742,61.10284067692481,23.647409916779743,91.85100217796183,23.314626227715067,32.48717502848109,19.869556254339216,94.63462610994637,54.65392440994772,66.27704719004048,22.03749542746543,73.67027826576172,26.231121755977686,68.55665568712917,29.84811699162126,26.916519150398216,15.096604125410579,37.551367002237455,46.538838337743215,23.68191398093142,71.7257681047476,51.715112358823205,52.17776855525008,45.49906887102419,3
node_2,49.56731531783406,50.64286867891845,23.18818588998487,20.856048129981346,75.46687986162286,83.2158599829415,41.64181547544994,27.829584878176487,71.56601246370943,35.54187527009168,10.535935299536717,18.97435932310183,78.85360138262166,64.2863535649047,20.422435716027756,15.873289970340178,30.622385853999784,70.86846585288578,12.235114934552525,26.85252955928872,69.85497922905218,35.55835248583133,80.61087361710398,26.15191400022085,14.391291249541439,41.08085109689793,80.41793171429842,74.27283723127672,73.05609462859248,39.520405498592325,52.69120683737747,19.049528061392092,25.41869228686452,75.56448496085655,10.762674781764634,18.714400328649607,39.0349043541948,4.1357439839952495,32.38941399499645,54.931414123771305,43.31825437018037,86.81229282349082,66.41370876657689,40.40466610530248,32.08549234020785,44.31500276544654,59.53694455244716,51.08749238511726,54.829992753920195,38.50495653528469,4
node_3,7.697470567464236,51.14735783642328,65.8975978408031,89.65338318980037,48.73057388119143,71.13461402376522,12.191694371582749,81.48750778985269,15.781308632310822,46.84643778687347,75.40701342917468,9.867441267924047,40.72015322925181,82.14722685620947,62.70061339981086,58.19019815133591,67.80279868316725,56.0936097877039,35.41227889393886,53.73731579044435,23.11223952416166,76.28966695038264,45.63678975717342,36.22067302155584,46.69544850854024,100.0,18.127221856997046,58.68869017445496,50.33971114217526,68.4234850223565,31.664274112656216,75.52296253216954,80.65394705854321,63.563941703689295,71.18719782716187,98.57360910007193,71.25051622767961,19.328786706844433,60.82830745888353,67.40683235529174,50.49431115376979,72.9737310988362,93.28275869823442,93.3998457561075,57.124421640630786,24.24872276797756,87.45035127445193,78.28555640714131,29.625086228328204,77.1318652414919,2
node_4,45.01043134100929,51.62451600603855,22.64917825793554,34.78186534048008,80.47164222524061,86.0607293559398,28.985896174540883,37.62960237970207,66.68383690824986,60.004771474291395,9.568682573203585,24.245410410606738,69.27284777747785,75.3335415909199,11.405315141183063,29.98994516079867,33.34915580477803,65.24429247314914,8.005374103944906,19.88140650195237,82.58234082873332,16.071450569058207,63.283446021324984,23.453655964224737,27.515684452146353,17.268280041686126,63.309979770280016,81.47341244901904,88.94178139923406,41.248680280892486,59.0052147121061,41.448000188790395,21.867707217551107,64.11641782872891,14.560269481285541,12.824248673536557,18.461037874636478,17.789427888300402,26.465240517353376,52.13069583168155,33.47152885803268,88.39339551239915,80.59709436274456,36.551981225595014,45.52697064288473,31.814714522772135,45.01939403378671,25.909826706780144,59.56722449708674,44.69964776988077,4
node_5,40.13115640717544,57.58766967677181,12.406904280933446,36.10436727220777,78.28564025394083,94.62760362339564,42.60654807340187,35.313599604714575,66.07810170097889,46.28040216798623,17.17269053176794,33.12542803035468,68.84994766540356,68.3859454135202,11.449793845980865,39.27871067823173,23.074845310571554,78.1589429511848,11.255579415194385,6.882485741821524,75.01812214914146,18.835159704547642,68.94483702005977,23.83363064931899,14.385843955029376,14.337449432392077,64.16290399446011,59.06468283547122,63.746366577473545,47.857999618630764,69.73321219485835,29.802404127545394,25.716009275847355,81.32517463255374,11.011333568134335,7.573764954817108,38.65808682581939,19.14147463451095,22.747121416546474,56.85841158953162,45.381026510980256,65.07985793876367,73.4180658789105,31.88951415184769,22.740914595344076,38.126590310293714,71.60508761598079,36.57183415596618,55.36248070966835,47.33359442614851,4
node_6,49.10430481612764,91.75940100312822,76.92659558237973,82.02665863167641,25.529564387752295,71.61728109966553,92.22878230590489,29.58001970670857,23.71612311189688,65.00777025072017,66.49700157946756,78.92709897820096,37.783877111105284,68.10788240407467,40.01789602914155,24.675761696957544,17.92991980556385,71.294890946076,60.65299919014145,55.238561552744876,42.889122634164195,75.58644323354002,41.20077185572297,92.46611802662107,58.95113804642316,43.646143711384866,47.31841067891411,35.070480546877455,74.71689419594342,42.03529068581109,26.518003312358623,68.61729327094476,43.905082690699146,58.66179640674102,78.65227717876877,72.53093377943964,9.5457179526504,73.47157084739945,62.0122587941932,45.16923559346412,34.61318734473393,69.85094103867216,68.23526714173144,52.36881960210007,80.13038824455006,80.15705639785584,27.35257340592745,22.326628167769865,41.691453982964426,80.55643423899376,1
node_7,7.678093166786115,58.75760305720459,74.94893634951715,82.2266410675312,32.96409866650924,70.32759743025662,18.646106388485016,87.09801549283637,24.547894223314053,38.818068588140534,79.95721894755104,0.0,37.530237221588145,53.8624952412205,64.70339539246089,52.33445147381463,55.158423751600765,62.704569766835846,26.40231510206109,40.427710534159274,24.15245271308058,86.49237152447523,57.28591870977168,31.804175547582634,54.93059884710773,81.83261450365472,9.81545706000841,53.473465273616476,62.477172635831764,65.71811277167977,8.659597630404367,76.97585108098468,81.99638218894992,71.82463855562344,68.78754952800381,87.24028367171222,74.82135837732663,24.113436705353017,54.03073164677943,56.96640491794865,43.35764362887837,68.6177609578991,90.57039753061702,84.46104811900051,51.9282703300552,18.41331102639176,89.41637743951549,61.12624143941787,27.3036358938812,86.43925841657372,2
node_8,20.666675657739567,32.4211317641558,87.70369249750107,79.02453391569857,46.23200243117273,67.38133695675678,23.752730196917135,69.2888588333722,15.208941300992151,57.09523407576367,72.25817005625751,23.732857173339685,35.300653464121346,71.74566057522614,68.80627416483456,64.21149865055358,84.7432002392742,52.95700509153901,31.75271708627596,46.06091464837445,33.372024807777926,92.17228735117331,61.781185357523114,32.92407403924732,60.02791654993938,76.61190402479572,24.689195971198682,50.864179761188915,49.95798753801334,61.54643811719967,14.019672429269425,83.14527874941439,97.47915275115817,58.83892909924855,63.77881282782619,91.51264784049053,76.09485465646902,12.38226091204497,60.88226937214392,64.14658564911566,41.549945677310944,79.92119335647078,83.54891648526096,85.05009266031445,44.68257511805961,19.183676047912158,80.01709522182514,65.59143985492038,32.72905500206113,76.89165982284317,2
node_9,4.751455983211893,38.3640538808756,65.88500087773923,69.55653259367996,50.502661178363546,83.77912108850211,13.345336194994788,95.73566978151592,28.05321688249135,39.1843321767604,53.7883835433757,40.320934768627836,17.22353188450255,54.61701549579016,75.78348637976308,80.80982988153796,76.59005810545216,57.92922842822657,34.90195944587851,44.48300395055601,30.599246062408177,84.92557629844526,57.50495241290464,41.56736831789501,40.928747580597204,83.53726655401103,8.724457735723334,56.11166954698578,42.56236545354994,50.08762429704566,12.887967914895068,90.90593100628891,91.9159954467075,42.6466498581513,57.815040817588674,91.32611999808938,58.71919159676542,20.406058233164714,60.50348560554147,50.790448071719396,44.773457753358564,58.243334890632184,79.93842002991147,86.6037365056824,33.323199844077216,22.58284157094361,88.63019352557332,81.53176655101191,21.76432756877864,94.58047404918054,2
node_10,43.06284089120934,51.33598217565541,23.397599698715272,28.900634671912798,79.33373024368701,86.01397050032168,34.24881179992619,26.356366511076715,50.29912128472371,56.69534763334323,2.0800025696973083,16.94896620692797,61.530520183238224,69.87331036836764,9.808081973942457,37.73970953602583,23.098058733094767,65.98337278568869,4.894066594271074,35.489879580953016,64.49249947761905,26.76213864616291,67.28990367560677,32.36501526335011,16.473010149725948,28.415209682088914,68.1318463242856,77.27970143547496,84.12862209971861,59.4588663822072,58.98687664558902,15.440319796633053,32.74556203407102,100.0,4.610757337101036,29.953616911909986,40.05250692429371,7.6938703762416205,29.06669944066599,69.67049786260368,40.68094211949994,79.7850940053391,70.74203762748613,29.227334290287143,25.559654313975344,30.583870519283302,57.496263147258425,25.28530541736097,61.802199922256705,30.30576700567022,4
